0.000000E+0;-1.437500E-1
2.501678E-2;2.812500E-2
5.003500E-2;2.812500E-2
7.507229E-2;2.812500E-2
1.000700E-1;2.812500E-2
1.250901E-1;2.812500E-2
1.501069E-1;-4.062500E-1
1.751266E-1;-4.062500E-1
2.001433E-1;-4.062500E-1
2.251616E-1;-4.062500E-1
2.501974E-1;-4.062500E-1
2.751956E-1;-4.062500E-1
3.002324E-1;-2.000000E-1
3.252320E-1;-2.000000E-1
3.502498E-1;-2.000000E-1
3.752675E-1;-2.000000E-1
4.002852E-1;-2.000000E-1
4.253235E-1;-8.437500E-2
4.513392E-1;-8.437500E-2
4.773579E-1;-8.437500E-2
5.023580E-1;-8.437500E-2
5.273948E-1;-8.437500E-2
5.523953E-1;7.187500E-2
5.774302E-1;7.187500E-2
6.024289E-1;7.187500E-2
6.274462E-1;7.187500E-2
6.534834E-1;7.187500E-2
6.785021E-1;7.187500E-2
7.035198E-1;7.187500E-2
7.285366E-1;7.187500E-2
7.535548E-1;7.187500E-2
7.785726E-1;7.187500E-2
8.035917E-1;7.187500E-2
8.285904E-1;2.500000E-2
8.536081E-1;2.500000E-2
8.786259E-1;2.500000E-2
9.036441E-1;2.500000E-2
9.286795E-1;2.500000E-2
9.536972E-1;6.250000E-3
9.787154E-1;6.250000E-3
1.003715E+0;6.250000E-3
1.028733E+0;6.250000E-3
1.053751E+0;6.250000E-3
1.078787E+0;6.250000E-3
1.103805E+0;1.250000E-2
1.128822E+0;1.250000E-2
1.153821E+0;1.250000E-2
1.178839E+0;1.250000E-2
1.203857E+0;1.250000E-2
1.228894E+0;-1.218750E-1
1.253912E+0;-1.218750E-1
1.278930E+0;-1.218750E-1
1.302946E+0;-1.218750E-1
1.327947E+0;-1.218750E-1
1.352982E+0;-5.000000E-2
1.377982E+0;-5.000000E-2
1.404018E+0;-5.000000E-2
1.429038E+0;-5.000000E-2
1.454053E+0;-5.000000E-2
1.479072E+0;-5.000000E-2
1.504089E+0;9.375000E-3
1.530090E+0;9.375000E-3
1.555108E+0;9.375000E-3
1.580126E+0;9.375000E-3
1.605162E+0;9.375000E-3
1.630183E+0;-4.687500E-2
1.655198E+0;-4.687500E-2
1.680215E+0;-4.687500E-2
1.705233E+0;-4.687500E-2
1.730251E+0;-4.687500E-2
1.756251E+0;0.000000E+0
1.781269E+0;0.000000E+0
1.806305E+0;0.000000E+0
1.831323E+0;0.000000E+0
1.856321E+0;0.000000E+0
1.881341E+0;0.000000E+0
1.906376E+0;-1.031250E-1
1.931394E+0;-1.031250E-1
1.956412E+0;-1.031250E-1
1.981429E+0;-1.031250E-1
2.007448E+0;-1.031250E-1
2.032447E+0;1.562500E-1
2.058486E+0;1.562500E-1
2.083485E+0;1.562500E-1
2.108502E+0;1.562500E-1
2.133538E+0;1.562500E-1
2.158556E+0;-1.250000E-1
2.183574E+0;-1.250000E-1
2.208592E+0;-1.250000E-1
2.234613E+0;-1.250000E-1
2.260632E+0;-1.250000E-1
2.285628E+0;-3.125000E-2
2.310665E+0;-3.125000E-2
2.335663E+0;-3.125000E-2
2.361700E+0;-3.125000E-2
2.386700E+0;-3.125000E-2
2.411736E+0;-3.125000E-2
2.436735E+0;-2.125000E-1
2.461753E+0;-2.125000E-1
2.486771E+0;-2.125000E-1
2.511788E+0;-2.125000E-1
2.536825E+0;-2.125000E-1
2.561843E+0;2.500000E-2
2.586862E+0;2.500000E-2
2.612880E+0;2.500000E-2
2.637897E+0;2.500000E-2
2.662915E+0;2.500000E-2
2.687915E+0;9.062500E-2
2.712933E+0;9.062500E-2
2.736949E+0;9.062500E-2
2.761967E+0;9.062500E-2
2.787985E+0;9.062500E-2
2.813022E+0;9.062500E-2
2.839044E+0;-1.281250E-1
2.864058E+0;-1.281250E-1
2.889076E+0;-1.281250E-1
2.914094E+0;-1.281250E-1
2.939112E+0;-1.281250E-1
2.964133E+0;3.437500E-2
2.989148E+0;3.437500E-2
3.014165E+0;3.437500E-2
3.039183E+0;3.437500E-2
3.064201E+0;3.437500E-2
3.089222E+0;7.500000E-2
3.114236E+0;7.500000E-2
3.139254E+0;7.500000E-2
3.164272E+0;7.500000E-2
3.189291E+0;7.500000E-2
3.215310E+0;-6.875000E-2
3.240326E+0;-6.875000E-2
3.265345E+0;-6.875000E-2
3.290362E+0;-6.875000E-2
3.316364E+0;-6.875000E-2
3.341399E+0;-6.875000E-2
3.367417E+0;-1.312500E-1
3.392435E+0;-1.312500E-1
3.417452E+0;-1.312500E-1
3.442473E+0;-1.312500E-1
3.467491E+0;-1.312500E-1
3.492507E+0;1.156250E-1
3.517524E+0;1.156250E-1
3.542542E+0;1.156250E-1
3.567562E+0;1.156250E-1
3.593560E+0;1.156250E-1
3.618596E+0;-5.000000E-2
3.643613E+0;-5.000000E-2
3.668632E+0;-5.000000E-2
3.693632E+0;-5.000000E-2
3.718667E+0;-5.000000E-2
3.743667E+0;-5.000000E-2
3.768683E+0;-1.218750E-1
3.793702E+0;-1.218750E-1
3.819740E+0;-1.218750E-1
3.844741E+0;-1.218750E-1
3.869776E+0;-1.218750E-1
3.894776E+0;-9.687500E-2
3.919795E+0;-9.687500E-2
3.944809E+0;-9.687500E-2
3.969827E+0;-9.687500E-2
3.994864E+0;-9.687500E-2
4.019882E+0;-9.687500E-2
